id,ma_thiet_bi,associated_with,loai_id,hang_san_xuat_id,so_dang_ky,so_giay_dang_kiem,nam_san_xuat,nam_su_dung,so_khung,so_may,dv_so_huu_id,dv_quan_ly_id,dv_thue_id,khu_vuc_id,model_id,ghi_chu,tag_1,last_modified_by_user_id,created_at,updated_at
981,R-NB222,NB222,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
982,R-NB223,NB223,29,46,,,2010,2010,,,5,5,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
983,R-NB224,NB224,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
984,R-NB225,NB225,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
985,R-NB226,NB226,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
986,R-NB227,NB227,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
987,R-NB228,NB228,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
988,R-NB229,NB229,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
989,R-NB230,NB230,29,46,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
990,R-NB196,NB196,29,47,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
991,R-NB197,NB197,29,47,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
992,R-NB198,NB198,29,47,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
993,R-NB199,NB199,29,47,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
994,R-NB200,NB200,29,47,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
995,R-NB231,NB231,29,47,,,2010,2010,,,18,18,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
996,R-NB232,NB232,29,47,,,2010,2010,,,18,18,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
997,R-NB233,NB233,29,47,,,2010,2010,,,18,18,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
998,R-NB234,NB234,29,46,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
999,R-NB235,NB235,29,46,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1000,R-NB236,NB236,29,46,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1001,R-NB237,NB237,29,46,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1002,R-NB238,NB238,29,46,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1003,R-NB239,NB239,29,46,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1004,R-NB240,NB240,29,46,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1005,R-NB241,NB241,29,47,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1006,R-NB242,NB242,29,47,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1007,R-NB243,NB243,29,47,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1008,R-NB244,NB244,29,47,,,2007,2007,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1009,R-NB245,NB245,29,47,,,2007,2007,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1010,R-NB263,NB263,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1011,R-NB264,NB264,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1012,R-NB265,NB265,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1013,R-NB266,NB266,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1014,R-NB267,NB267,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1015,R-NB268,NB268,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1016,R-NB269,NB269,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1017,R-NB270,NB270,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1018,R-NB271,NB271,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1019,R-NB272,NB272,29,43,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1020,R-50R-0003,50R-0003,28,43,,50R-0003,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1021,R-50R-0006,50R-0006,28,43,,50R-0006,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1022,R-50R-0008,50R-0008,28,43,,50R-0008,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1023,R-50R-0009,50R-0009,28,43,,50R-0009,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1024,R-50R-0010,50R-0010,28,43,,50R-0010,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1025,R-50R-0001,50R-0001,28,48,,20R-0001,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1026,R-50R-0002,50R-0002,28,48,,50R-0002,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1027,R-50R-0004,50R-0004,28,48,,50R-0004,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1028,R-50R-0005,50R-0005,28,48,,50R-0005,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1029,R-50R-0007,50R-0007,28,48,,50R-0007,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1030,R-53R-1228,53R-1228,28,48,,53R-1228,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1031,R-53R-1229,53R-1229,28,48,,53R-1229,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1032,R-53R-1353,53R-1353,28,48,,53R-1353,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1033,R-53R-1354,53R-1354,28,48,,53R-1354,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1034,R-53R-1355,53R-1355,28,48,,53R-1355,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1035,R-53R-1503,53R-1503,28,48,,53R-1503,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1036,R-53R-1504,53R-1504,28,48,,53R-1504,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1037,R-53R-1505,53R-1505,28,48,,53R-1505,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1038,R-53R-1506,53R-1506,28,48,,53R-1506,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1039,R-53R-1507,53R-1507,28,48,,53R-1507,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1040,R-51R-00070,51R-00070,28,48,,51R-00070,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1041,R-51R-00071,51R-00071,28,48,,51R-00071,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1042,R-51R-00072,51R-00072,28,48,,51R-00072,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1043,R-51R-00073,51R-00073,28,48,,51R-00073,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1044,R-51R-00074,51R-00074,28,48,,51R-00074,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1045,R-51R-00075,51R-00075,28,48,,51R-00075,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1046,R-51R-00157,51R-00157,28,48,,51R-00157,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1047,R-51R-00158,51R-00158,28,48,,51R-00158,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1048,R-51R-00159,51R-00159,28,48,,51R-00159,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1049,R-51R-00160,51R-00160,28,48,,51R-00160,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1050,R-51R-00161,51R-00161,28,48,,51R-00161,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1051,R-51R-00162,51R-00162,28,48,,51R-00162,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1052,R-51R-00163,51R-00163,28,48,,51R-00163,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1053,R-51R-00164,51R-00164,28,48,,51R-00164,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1054,R-51R-00165,51R-00165,28,48,,51R-00165,2010,2010,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1055,R-51R-018.89,51R-018.89,28,48,,51R-018.89,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1056,R-51R-018.90,51R-018.90,28,48,,51R-018.90,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1057,R-51R-018.91,51R-018.91,28,48,,51R-018.91,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1058,R-51R-018.92,51R-018.92,28,48,,51R-018.92,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1059,R-51R-018.93,51R-018.93,28,48,,51R-018.93,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1060,R-51R-018.94,51R-018.94,28,48,,51R-018.94,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1061,R-51R-018.95,51R-018.95,28,48,,51R-018.95,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1062,R-51R-018.96,51R-018.96,28,48,,51R-018.96,2011,2011,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1063,R-51R-8226,51R-8226,28,9,,51R-8226,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1064,R-51R-7656,51R-7656,28,9,,51R-7656,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1065,R-52R-0727,52R-0727,28,9,,52R-0727,0,0,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1066,R-51R-018.92,51R-018.92,28,9,,51R-018.92,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1067,R-51R-7654,51R-7654,28,9,,51R-7654,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1068,R-51R-8228,51R-8228,28,9,,51R-8228,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1069,R-51R-9488,51R-9488,28,9,,51R-9488,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1070,R-51R-8225,51R-8225,28,9,,51R-8225,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1071,R-52R-0723,52R-0723,28,9,,52R-0723,0,0,,,3,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1072,R-52R-0730,52R-0730,28,9,,52R-0730,0,0,,,3,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1073,R-52R-0731,52R-0731,28,9,,52R-0731,0,0,,,3,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1074,R-51R-038.52,51R-038.52,28,9,,51R-038.52,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1075,R-51R-038.50,51R-038.50,28,9,,51R-038.50,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1076,R-51R-040.28,51R-040.28,28,9,,51R-040.28,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1077,R-51R-038.56,51R-038.56,28,9,,51R-038.56,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1078,R-51R-038.12,51R-038.12,28,9,,51R-038.12,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1079,R-51R-039.81,51R-039.81,28,9,,51R-039.81,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1080,R-53R-0822,53R-0822,28,9,,53R-0822,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1081,R-53R-0823,53R-0823,28,9,,53R-0823,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1082,R-51R-7655,51R-7655,28,9,,51R-7655,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1083,R-80R-0073,80R-0073,28,9,,80R-0073,0,0,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1084,R-80R-0060,80R-0060,28,9,,80R-0060,0,0,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1085,R-80R-0086,80R-0086,28,9,,80R-0086,0,0,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1086,R-80R-0049,80R-0049,28,9,,80R-0049,0,0,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1087,R-80R-0056,80R-0056,28,9,,80R-0056,0,0,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1088,R-51R-7657,51R-7657,28,9,,51R-7657,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1089,R-51R-8227,51R-8227,28,9,,51R-8227,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1090,R-51R-9492,51R-9492,28,9,,51R-9492,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1091,R-51R-032.45,51R-032.45,28,9,,51R-032.45,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1092,R-51R-033.60,51R-033.60,28,9,,51R-033.60,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1093,R-51R-033.16,51R-033.16,28,9,,51R-033.16,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1094,R-51R-034.22,51R-034.22,28,9,,51R-034.22,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1095,R-51R-034.69,51R-034.69,28,9,,51R-034.69,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1096,R-51R-033.70,51R-033.70,28,9,,51R-033.70,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1097,R-51R-033.13,51R-033.13,28,9,,51R-033.13,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1098,R-51R-033.99,51R-033.99,28,9,,51R-033.99,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1099,R-51R-033.28,51R-033.28,28,9,,51R-033.28,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1100,R-51R-034.99,51R-034.99,28,9,,51R-034.99,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1101,R-51R-033.26,51R-033.26,28,9,,51R-033.26,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1102,R-51R-034.37,51R-034.37,28,9,,51R-034.37,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1103,R-51R-032.31,51R-032.31,28,9,,51R-032.31,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1104,R-51R-034.14,51R-034.14,28,9,,51R-034.14,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1105,R-51R-032.81,51R-032.81,28,9,,51R-032.81,0,0,,,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1106,R-NB47,NB47,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1107,R-NB48,NB48,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1108,R-NB52,NB52,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1109,R-NB248,NB248,29,42,,,2006,2006,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1110,R-NB249,NB249,29,42,,,2006,2006,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1111,R-NB250,NB250,29,42,,,2006,2006,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1112,R-NB251,NB251,29,42,,,2006,2006,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1113,R-NB252,NB252,29,42,,,2006,2006,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1114,R-NB61,NB61,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1115,R-NB62,NB62,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1116,R-NB65,NB65,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1117,R-NB67,NB67,29,43,,,2004,2004,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1118,R-NB68,NB68,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1119,R-NB70,NB70,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1120,R-NB72,NB72,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1121,R-NB77,NB77,29,42,,,2007,2007,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1122,R-NB79,NB79,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1123,R-NB80,NB80,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1124,R-NB81,NB81,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1125,R-NB82,NB82,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1126,R-NB84,NB84,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1127,R-NB85,NB85,29,43,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1128,R-NB76,NB76,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1129,R-NB86,NB86,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1130,R-NB87,NB87,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1131,R-NB31,NB31,29,43,,,2005,2005,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1132,R-NB34,NB34,29,43,,,2005,2005,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1133,R-NB36,NB36,29,43,,,2005,2005,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1134,R-NB98,NB98,29,42,,,2006,2006,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1135,R-80R-0013,80R-0013,27,43,,80R-0013,2004,2004,,,13,7,1000,13,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1136,R-80R-0014,80R-0014,27,43,,80R-0014,2004,2004,,,13,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1137,R-80R-0017,80R-0017,27,43,,80R-0017,2004,2004,,,2,7,1000,13,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1138,R-80R-0018,80R-0018,27,43,,80R-0018,2004,2004,,,2,10,1000,1,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1139,R-80R-0079,80R-0079,28,43,,80R-0079,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1140,R-80R-0063,80R-0063,28,43,,80R-0063,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1141,R-80R-0051,80R-0051,28,43,,80R-0051,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1142,R-80R-0052,80R-0052,28,43,,80R-0052,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1143,R-80R-0074,80R-0074,28,43,,80R-0074,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1144,R-80R-0053,80R-0053,28,43,,80R-0053,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1145,R-80R-0032,80R-0032,28,43,,80R-0032,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1146,R-80R-0041,80R-0041,28,43,,80R-0041,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1147,R-80R-0037,80R-0037,28,43,,80R-0037,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1148,R-80R-0029,80R-0029,28,43,,80R-0029,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1149,R-80R-0020,80R-0020,28,43,,80R-0020,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1150,R-80R-0044,80R-0044,28,43,,80R-0044,2006,2006,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1151,R-80R-0077,80R-0077,28,43,,80R-0077,2001,2001,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1152,R-80R-0081,80R-0081,28,43,,80R-0081,2001,2001,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1153,R-80R-0089,80R-0089,28,43,,80R-0089,2001,2001,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1154,R-80R-0042,80R-0042,28,43,,80R-0042,2001,2001,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1155,R-80R-0036,80R-0036,28,43,,80R-0036,2001,2001,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
1156,R-80R-0045,80R-0045,28,43,,80R-0045,2001,2001,,,13,13,1000,4,1000,,,NULL,"2015-05-04 08:55:53","2015-05-04 08:55:53"
